reward,average reward,10 episode average reward,score,average score,10 episode average score
-915,-963.4222222222222,-932.5,5,1.9333333333333333,3.5
-993,-964.0652173913044,-939.0,1,1.9130434782608696,3.3
-966,-964.1063829787234,-935.3,2,1.9148936170212767,3.4
-981,-964.4583333333334,-935.5,1,1.8958333333333333,3.3
-792,-960.9387755102041,-920.0,8,2.020408163265306,3.8
-936,-960.44,-916.3,4,2.06,4.1
-949,-960.2156862745098,-923.9,3,2.0784313725490198,3.9
-849,-958.0769230769231,-921.3,5,2.1346153846153846,3.7
-898,-956.9433962264151,-922.0,4,2.169811320754717,3.6
-870,-955.3333333333334,-914.9,7,2.259259259259259,4.0
-964,-955.4909090909091,-919.8,2,2.2545454545454544,3.7
-951,-955.4107142857143,-915.6,3,2.267857142857143,3.9
-812,-952.8947368421053,-900.2,8,2.3684210526315788,4.5
-995,-953.6206896551724,-901.6,1,2.3448275862068964,4.5
-894,-952.6101694915254,-911.8,4,2.3728813559322033,4.1
-965,-952.8166666666667,-914.7,3,2.3833333333333333,4.0
-890,-951.7868852459017,-908.8,7,2.459016393442623,4.4
-878,-950.5967741935484,-911.7,8,2.5483870967741935,4.7
-987,-951.1746031746031,-920.6,1,2.5238095238095237,4.4
-837,-949.390625,-917.3,5,2.5625,4.2
-947,-949.3538461538461,-915.6,3,2.5692307692307694,4.3
-926,-949.0,-913.1,4,2.590909090909091,4.4
-987,-949.5671641791045,-930.6,1,2.5671641791044775,3.7
-951,-949.5882352941177,-926.2,3,2.573529411764706,3.9
-833,-947.8985507246376,-920.1,7,2.63768115942029,4.2
-962,-948.1,-919.8,2,2.6285714285714286,4.1
-993,-948.7323943661971,-930.1,1,2.6056338028169015,3.5
-959,-948.875,-938.2,2,2.5972222222222223,2.9
-903,-948.2465753424658,-929.8,5,2.6301369863013697,3.3
-954,-948.3243243243244,-941.5,2,2.6216216216216215,3.0
-922,-947.9733333333334,-939.0,4,2.64,3.1
-825,-946.3552631578947,-928.9,9,2.723684210526316,3.6
-424,-939.5714285714286,-872.6,26,3.0259740259740258,6.1
-966,-939.9102564102565,-874.1,2,3.0128205128205128,6.0
-768,-937.7341772151899,-867.6,10,3.1012658227848102,6.3
-901,-937.275,-861.5,3,3.1,6.4
-1001,-938.0617283950618,-862.3,1,3.074074074074074,6.4
-976,-938.5243902439024,-864.0,2,3.0609756097560976,6.4
-908,-938.156626506024,-864.5,4,3.072289156626506,6.3
-934,-938.1071428571429,-862.5,2,3.0595238095238093,6.3
-945,-938.1882352941177,-864.8,3,3.0588235294117645,6.2
-912,-937.8837209302326,-873.5,4,3.0697674418604652,5.7
-933,-937.8275862068965,-924.4,3,3.0689655172413794,3.4
-866,-937.0113636363636,-914.4,6,3.102272727272727,3.8
-894,-936.5280898876405,-927.0,6,3.134831460674157,3.4
-1008,-937.3222222222222,-937.7,0,3.1,3.1
-970,-937.6813186813187,-934.6,2,3.087912087912088,3.2
-817,-936.3695652173913,-918.7,8,3.141304347826087,3.8
-908,-936.0645161290323,-918.7,4,3.150537634408602,3.8
-884,-935.5106382978723,-913.7,4,3.1595744680851063,4.0
-975,-935.9263157894737,-916.7,1,3.136842105263158,3.8
-923,-935.7916666666666,-917.8,3,3.1354166666666665,3.7
-970,-936.1443298969073,-921.5,2,3.1237113402061856,3.6
-952,-936.3061224489796,-930.1,2,3.1122448979591835,3.2
-880,-935.7373737373738,-928.7,6,3.1414141414141414,3.2
-970,-936.08,-924.9,2,3.13,3.4
-853,-935.2574257425742,-913.2,9,3.1881188118811883,4.1
-770,-933.6372549019608,-908.5,10,3.2549019607843137,4.3
-941,-933.7087378640776,-911.8,3,3.2524271844660193,4.2
-839,-932.7980769230769,-907.3,9,3.3076923076923075,4.7
-931,-932.7809523809524,-902.9,3,3.3047619047619046,4.9
-942,-932.8679245283018,-904.8,4,3.311320754716981,5.0
-989,-933.392523364486,-906.7,1,3.289719626168224,4.9
-976,-933.7870370370371,-909.1,1,3.2685185185185186,4.8
-968,-934.1009174311927,-917.9,2,3.256880733944954,4.4
-954,-934.2818181818182,-916.3,2,3.2454545454545456,4.4
-951,-934.4324324324324,-926.1,2,3.234234234234234,3.7
-799,-933.2232142857143,-929.0,9,3.2857142857142856,3.6
-949,-933.362831858407,-929.8,3,3.2831858407079646,3.6
-879,-932.8859649122807,-933.8,5,3.2982456140350878,3.2
-954,-933.0695652173913,-936.1,2,3.2869565217391306,3.1
-889,-932.6896551724138,-930.8,7,3.3189655172413794,3.4
-835,-931.8547008547008,-915.4,7,3.3504273504273505,4.0
-966,-932.1440677966102,-914.4,2,3.3389830508474576,4.1
-905,-931.9159663865546,-908.1,4,3.3445378151260505,4.3
-1819,-939.3083333333333,-994.6,8,3.3833333333333333,4.9
-801,-938.1652892561983,-979.6,11,3.446280991735537,5.8
-962,-938.360655737705,-995.9,2,3.4344262295081966,5.1
-999,-938.8536585365854,-1000.9,1,3.4146341463414633,4.9
-807,-937.7903225806451,-993.7,7,3.443548387096774,5.1
-843,-937.032,-982.6,7,3.472,5.6
-859,-936.4126984126984,-979.6,7,3.5,5.6
-939,-936.4330708661417,-990.0,3,3.4960629921259843,5.2
-964,-936.6484375,-989.8,2,3.484375,5.2
-962,-936.8449612403101,-995.5,2,3.4728682170542635,5.0
-963,-937.0461538461539,-909.9,1,3.453846153846154,4.3
-920,-936.9160305343512,-921.8,4,3.4580152671755724,3.6
-989,-937.310606060606,-924.5,1,3.4393939393939394,3.5
-991,-937.7142857142857,-923.7,1,3.4210526315789473,3.5
-934,-937.6865671641791,-936.4,4,3.425373134328358,3.2
-979,-937.9925925925926,-950.0,1,3.4074074074074074,2.6
-960,-938.1544117647059,-960.1,2,3.3970588235294117,2.1
-977,-938.4379562043796,-963.9,1,3.3795620437956204,1.9
-874,-937.9710144927536,-954.9,8,3.4130434782608696,2.5
-975,-938.2374100719425,-956.2,2,3.402877697841727,2.5
-975,-938.5,-957.4,1,3.3857142857142857,2.5
-967,-938.7021276595744,-962.1,1,3.368794326241135,2.2
-970,-938.9225352112676,-960.2,2,3.359154929577465,2.3
-883,-938.5314685314685,-949.4,5,3.370629370629371,2.7
-936,-938.5138888888889,-949.6,4,3.375,2.7
-940,-938.5241379310345,-945.7,4,3.3793103448275863,3.0
-940,-938.5342465753424,-943.7,2,3.3698630136986303,3.0
-956,-938.6530612244898,-941.6,2,3.360544217687075,3.1
-989,-938.9932432432432,-953.1,1,3.3445945945945947,2.4
-847,-938.3758389261745,-940.3,7,3.3691275167785233,2.9
-941,-938.3933333333333,-936.9,3,3.3666666666666667,3.1
