reward,average reward,10 episode average reward,score,average score,10 episode average score
382,104.95959595959596,229.3,25,11.141414141414142,17.4
-78,103.13,214.8,5,11.08,16.7
100,103.0990099009901,201.3,7,11.03960396039604,15.5
460,106.59803921568627,232.7,27,11.196078431372548,17.2
928,114.57281553398059,332.7,44,11.514563106796116,21.5
20,113.66346153846153,287.8,4,11.442307692307692,19.1
437,116.74285714285715,291.2,25,11.571428571428571,19.1
221,117.72641509433963,300.5,18,11.632075471698114,19.6
614,122.3644859813084,353.8,34,11.841121495327103,21.6
93,122.0925925925926,317.7,13,11.851851851851851,20.2
27,121.22018348623853,282.2,9,11.825688073394495,18.6
46,120.53636363636363,294.6,10,11.809090909090909,19.1
42,119.82882882882883,288.8,9,11.783783783783784,19.3
481,123.05357142857143,290.9,28,11.928571428571429,19.4
256,124.23008849557522,223.7,20,12.0,17.0
598,128.3859649122807,281.5,35,12.201754385964913,20.1
108,128.2086956521739,248.6,11,12.191304347826087,18.7
269,129.42241379310346,253.4,19,12.25,18.8
-85,127.58974358974359,183.5,0,12.145299145299145,15.4
-85,125.78813559322033,165.7,0,12.042372881355933,14.1
220,126.5798319327731,185.0,16,12.07563025210084,14.8
204,127.225,200.8,16,12.108333333333333,15.4
218,127.97520661157024,218.4,17,12.148760330578513,16.2
192,128.5,189.5,17,12.188524590163935,15.1
148,128.65853658536585,178.7,14,12.203252032520325,14.5
81,128.2741935483871,127.0,10,12.185483870967742,12.0
197,128.824,135.9,16,12.216,12.5
163,129.0952380952381,125.3,13,12.222222222222221,11.9
93,128.81102362204723,143.1,8,12.188976377952756,12.7
-29,127.578125,148.7,6,12.140625,13.3
91,127.29457364341086,135.8,9,12.116279069767442,12.6
491,130.09230769230768,164.5,28,12.238461538461538,13.8
234,130.8854961832061,166.1,18,12.282442748091603,13.9
204,131.43939393939394,167.3,18,12.325757575757576,14.0
291,132.6390977443609,181.6,22,12.398496240601503,14.8
246,133.48507462686567,198.1,18,12.440298507462687,15.6
234,134.22962962962964,201.8,17,12.474074074074075,15.7
317,135.5735294117647,217.2,22,12.544117647058824,16.6
