reward,average reward,10 episode average reward,score,average score,10 episode average score
186,-39.56363636363636,8.2,14,2.8545454545454545,5.1
315,-33.232142857142854,47.4,17,3.107142857142857,6.6
-9,-32.80701754385965,50.3,5,3.1403508771929824,6.9
93,-30.637931034482758,68.1,9,3.2413793103448274,7.7
-8,-30.25423728813559,54.6,4,3.2542372881355934,7.2
-42,-30.45,52.6,3,3.25,7.1
-29,-30.42622950819672,48.2,3,3.2459016393442623,6.9
-89,-31.370967741935484,45.3,1,3.2096774193548385,6.8
12,-30.682539682539684,46.5,6,3.253968253968254,6.8
-77,-31.40625,35.2,1,3.21875,6.3
-54,-31.753846153846155,11.2,2,3.2,5.1
81,-30.045454545454547,-12.2,7,3.257575757575758,4.1
-23,-29.940298507462686,-13.6,5,3.283582089552239,4.1
9,-29.36764705882353,-22.0,5,3.3088235294117645,3.7
142,-26.884057971014492,-7.0,10,3.4057971014492754,4.3
-66,-27.442857142857143,-9.4,2,3.3857142857142857,4.2
-16,-27.281690140845072,-8.1,4,3.3943661971830985,4.3
77,-25.833333333333332,8.5,9,3.4722222222222223,5.1
-77,-26.534246575342465,-0.4,1,3.4383561643835616,4.6
48,-25.527027027027028,12.1,8,3.5,5.3
-24,-25.506666666666668,15.1,4,3.506666666666667,5.5
21,-24.894736842105264,9.1,5,3.526315789473684,5.3
-80,-25.61038961038961,3.4,1,3.4935064935064934,4.9
66,-24.435897435897434,9.1,8,3.551282051282051,5.2
254,-20.911392405063292,20.3,16,3.7088607594936707,5.8
-61,-21.4125,20.8,3,3.7,5.9
3,-21.11111111111111,22.7,5,3.7160493827160495,6.0
-79,-21.817073170731707,7.1,3,3.707317073170732,5.4
-73,-22.433734939759034,7.5,1,3.674698795180723,5.4
-6,-22.238095238095237,2.1,6,3.7023809523809526,5.2
33,-21.58823529411765,7.8,6,3.7294117647058824,5.4
-68,-22.127906976744185,-1.1,2,3.7093023255813953,5.1
529,-15.793103448275861,59.8,27,3.9770114942528734,7.7
-27,-15.920454545454545,50.5,3,3.965909090909091,7.2
-87,-16.719101123595507,16.4,1,3.932584269662921,5.7
146,-14.911111111111111,37.1,12,4.022222222222222,6.6
35,-14.362637362637363,40.3,6,4.043956043956044,6.7
-36,-14.597826086956522,44.6,4,4.043478260869565,6.8
-56,-15.043010752688172,46.3,2,4.021505376344086,6.9
34,-14.52127659574468,50.3,8,4.0638297872340425,7.1
-6,-14.43157894736842,46.4,5,4.073684210526316,7.0
-80,-15.114583333333334,45.2,1,4.041666666666667,6.9
170,-13.206185567010309,9.3,12,4.123711340206185,5.4
-58,-13.66326530612245,6.2,3,4.112244897959184,5.4
303,-10.464646464646465,45.2,19,4.262626262626263,7.2
24,-10.12,33.0,6,4.28,6.6
-54,-10.554455445544555,24.1,3,4.267326732673268,6.3
-69,-11.127450980392156,20.8,1,4.235294117647059,6.0
-93,-11.922330097087379,17.1,1,4.203883495145631,5.9
-69,-12.471153846153847,6.8,1,4.173076923076923,5.2
-17,-12.514285714285714,5.7,5,4.180952380952381,5.2
97,-11.481132075471699,23.4,9,4.226415094339623,6.0
-21,-11.570093457943925,4.3,3,4.214953271028038,5.1
-73,-12.13888888888889,2.8,1,4.185185185185185,4.9
-52,-12.504587155963304,-32.7,2,4.165137614678899,3.2
-42,-12.772727272727273,-39.3,4,4.163636363636364,3.0
133,-11.45945945945946,-20.6,11,4.225225225225225,3.8
-26,-11.589285714285714,-16.3,4,4.223214285714286,4.1
-27,-11.725663716814159,-9.7,4,4.221238938053097,4.4
227,-9.631578947368421,19.9,13,4.298245614035087,5.6
-3,-9.57391304347826,21.3,5,4.304347826086956,5.6
-17,-9.637931034482758,9.9,5,4.310344827586207,5.2
-45,-9.94017094017094,7.5,2,4.2905982905982905,5.1
-19,-10.016949152542374,12.9,4,4.288135593220339,5.4
-101,-10.781512605042018,8.0,1,4.260504201680672,5.3
34,-10.408333333333333,15.6,6,4.275,5.5
-57,-10.793388429752065,-3.4,2,4.256198347107438,4.6
59,-10.221311475409836,5.1,7,4.278688524590164,4.9
149,-8.926829268292684,22.7,11,4.333333333333333,5.6
17,-8.71774193548387,1.7,5,4.338709677419355,4.8
-91,-9.376,-7.1,1,4.312,4.4
-21,-9.468253968253968,-7.5,3,4.301587301587301,4.2
0,-9.393700787401574,-3.0,4,4.299212598425197,4.4
-2,-9.3359375,-1.3,4,4.296875,4.4
32,-9.015503875968992,12.0,6,4.310077519379845,4.9
-35,-9.215384615384615,5.1,3,4.3,4.6
238,-7.32824427480916,34.6,14,4.374045801526718,5.8
-39,-7.568181818181818,24.8,3,4.363636363636363,5.4
-21,-7.669172932330827,7.8,3,4.353383458646617,4.6
64,-7.134328358208955,12.5,8,4.380597014925373,4.9
-14,-7.185185185185185,20.2,4,4.377777777777778,5.2
-79,-7.713235294117647,14.4,1,4.352941176470588,5.0
-69,-8.16058394160584,7.5,1,4.328467153284672,4.7
49,-7.746376811594203,12.6,7,4.3478260869565215,5.0
-62,-8.136690647482014,3.2,2,4.330935251798561,4.6
-35,-8.32857142857143,3.2,2,4.314285714285714,4.5
102,-7.546099290780142,-10.4,8,4.340425531914893,3.9
-79,-8.049295774647888,-14.4,1,4.316901408450704,3.7
-45,-8.307692307692308,-16.8,3,4.3076923076923075,3.7
-74,-8.76388888888889,-30.6,2,4.291666666666667,3.1
76,-8.179310344827586,-21.6,8,4.317241379310345,3.5
-7,-8.17123287671233,-14.4,3,4.308219178082192,3.7
-91,-8.73469387755102,-16.6,1,4.285714285714286,3.7
-77,-9.195945945945946,-29.2,1,4.263513513513513,3.1
98,-8.476510067114093,-13.2,10,4.302013422818792,3.9
178,-7.233333333333333,8.1,11,4.346666666666667,4.8
